"SchoolId (N)","Abbreviation (S)","Active (BOOL)","AlertDateRange (M)","AlertTime (S)","AvatarURL (S)","EventYear (S)","HomePageData (M)","HomeTeamId (N)","Name (S)","Teams (L)","URL (S)"
"954","RIT","true","{    ""End"" : { ""S"" : ""2018-04-22"" },    ""Start"" : { ""S"" : ""2018-04-14"" }  }","08:00","https://e75325cb343690f5dca7-874df108d1477ae424c060696fbb25be.ssl.cf1.rackcdn.com/images/182/596fb1828c15a.jpg","2018","{    ""Body"" : { ""S"" : ""Thousands of Sigma Chi's have stepped up to fund cancer research and have announced a 7-year commitment to raise $11M to fuel the innovative research at Huntsman Cancer Institute (HCI)."" },    ""Header"" : { ""S"" : ""We are the Generation to End Cancer!"" },    ""LearnMoreURL"" : { ""S"" : ""https://us-p2p.netdonor.net/223/derby-challenge/about"" },    ""VideoURL"" : { ""S"" : ""https://www.youtube.com/watch?v=flEs0fGm_VY"" }  }","3502","Rochester Institute of Technology","[    { ""N"" : ""3502"" },    { ""N"" : ""11156"" },    { ""N"" : ""11923"" },    { ""N"" : ""12992"" },    { ""N"" : ""14723"" },    { ""N"" : ""17682"" }  ]","https://us-p2p.netdonor.net/223/derby-challenge/954"
